,texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
76,"The character , Jumpman , would later become Mario and Nintendo 's official mascot .","Nhân vật, Jumpman, sau này đã trở thành Mario và Nintendo chính thức của chính thức.",Nhân vật Jumpman sau này sẽ trở thành Mario và là linh vật chính thức của Nintendo .,0.6067166205269093,0.462785279956738,0.3959249254387443,0.22898594681499804,0.759562611579895
77,Let 's just try and stay on it .,Hãy cố gắng và tiếp tục.,Chúng ta hãy cố đi tiếp đi .,0.23884377019126307,0.05850453652111616,0.061861015698337206,0.03478700554542394,0.5912283658981323
78,"Jackie , I been chasing after this asshole for three straight years .","Jackie, tôi đã theo đuổi tên khốn này ba năm liên tục.","Jackie , anh đã theo thằng này 3 năm trời rồi .",0.3333333333333333,0.1740776559556978,0.10025157431478134,0.0428361950754725,0.6064999103546143
79,"So Markkula took over as an interim and rather passive president , and Jobs found that he now had full rein to do what he wanted with the Mac division .","Vì vậy, Markkula tiếp quản như một tổng thống tạm thời và thụ động, và Job thấy rằng ông đã hoàn toàn tiếp tục làm những gì ông muốn với bộ phận Mac.","Vì vậy , Markkula đã giữ chức chủ tịch lâm thời và có đôi chút bị động  , Jobs nhận thấy rằng bây giờ ông đã có thể toàn quyền làm những gì mình muốn để phát triển Mac",0.3284481192417378,0.20685312492129215,0.13943334820651312,0.04228915324856091,0.7961933612823486
80,Bouharat started her career with Dilbeek Sport .,Ông ấy bắt đầu sự nghiệp của mình với Habebeek Sport.,Bouharat bắt đầu sự nghiệp với Dilbeek Sport .,0.45454545454545453,0.3692744729379982,0.34258302891891046,0.24808415001701817,0.7207139730453491
81,"One of them said to Luria , "" How can we solve things that are n't real problems ?","Một người trong số họ nói với Luria, ""Làm sao chúng ta có thể giải quyết những vấn đề không phải là vấn đề thực sự?""","Một người trong số họ nói với Luria , "" Làm sao chúng tôi có thể trả lời những câu hỏi không có thực ?",0.5384615384615384,0.41509961733021666,0.37286749845262396,0.28109226563715906,0.7869354486465454
82,"Elyse , wake up .",Tỉnh lại đi.,"Elyse , dậy đi .",0.0,0.0,0.0,0.0,0.5981970429420471
83,""" There was an energy there that went to my heart . ""","""Có một nguồn năng lượng đã đưa vào trái tim tôi.""",""" Có một nguồn năng lượng ở đó hối thúc con tim tôi "" .",0.3159745129085813,0.25669890777554555,0.23814451252547814,0.1724541906163268,0.6870275735855103
84,"While whole grain toast is typically healthier than white toast , that is not as important here .","Trong khi toàn bánh mì nướng bình thường hơn bánh mì nướng trắng, điều đó không quan trọng ở đây.","Mặc dù bánh mì nguyên cám nướng thường có lợi hơn bánh mì trắng nướng , nhưng không quan trọng .",0.5231761834753927,0.36188853326018033,0.29171589537420245,0.09381174003925871,0.7174361944198608
85,The series concluded on 17 August 2019 .,Bài tường thuật kết thúc vào ngày 17 tháng 8 năm 2019.,Bộ phim kết thúc vào ngày 17 tháng 8 năm 2019 .,0.6666666666666666,0.6513389472789296,0.6418277965588197,0.6132297420585351,0.7525757551193237
86,"Even posed in this more modest way , the question does not admit of a clear answer .","Ngay cả trong cách khiêm tốn hơn này, câu hỏi cũng không thừa nhận một câu trả lời rõ ràng.","Thậm chí nếu nhìn theo cách khiêm tốn nhất thì , các câu hỏi không nhận được một câu trả lời rõ ràng .",0.49123845184678916,0.3849363715944483,0.33923426312144633,0.22573929589935612,0.8115497827529907
87,"Oh , would you like some more tea ?","Ồ, em muốn uống thêm trà không?","À , cậu dùng ít trà chứ ?",0.12383969996431167,0.04229931028018368,0.04427194451128997,0.028634401465295497,0.6645406484603882
88,It is advisable to exercise at least three times a week .,Đó là tập thể dục ít nhất ba lần một tuần.,Có khuyến nghị là nên tập thể dục ít nhất mỗi tuần ba lần .,0.50555922065373,0.4191875610532292,0.37877872005602203,0.2900322213694999,0.7139724493026733
89,"Do n't just tell your friend what she wants to hear ; instead , take the time to give her meaningful and actionable advice that can really change her life .","Đừng chỉ nói với bạn bè của bạn những gì cô muốn nghe; thay vào đó, hãy dành thời gian để cung cấp cho cô ý nghĩa và hành động lời khuyên mà có thể thực sự thay đổi cuộc sống của cô.","Đừng chỉ nói với bạn bè những điều mà họ muốn nghe ; thay vì vậy , dành thời gian đưa ra lời khuyên có ý nghĩa và mang tính thực tế để giúp họ thật sự thay đổi cuộc đời .",0.5813953488372093,0.4242118612338853,0.37799479931835156,0.24342654568084635,0.8308156728744507
90,Line up your watch 's hour hand with the sun as the first step to discovering the north - south line .,Hãy sắp xếp giờ canh của bạn với mặt trời như bước đầu tiên đến phía bắc - tuyến nam.,Xoay đồng hồ sao cho kim giờ hướng về mặt trời là bước đầu tiên để tìm ra trục bắc - nam .,0.3442831905700232,0.2497692780706509,0.17901700817412194,0.06234003855269895,0.7375024557113647
91,"In fact , it 's one of the oldest temples in Japan .","Thật ra, đó là một trong những ngôi đền cổ nhất Nhật Bản.","Thật ra , đó là một trong những ngôi đền cổ nhất ở Nhật .",0.7254956239049888,0.6439683176833505,0.6365223458985357,0.5841025928371177,0.891087532043457
92,Take control of your life .,Kiểm soát sự sống của con.,Kiểm soát cuộc sống của chính mình .,0.47768754038252614,0.3700151777184613,0.18500758885923071,0.08748468738276342,0.8141094446182251
93,SanCorp was very disappointed she turned down their donation .,rất thất vọng cô ấy từ chối đóng góp của họ.,SanCorp rất thất vọng vì bà ấy đã từ chối khoản tiền tài trợ của họ .,0.36882254104487877,0.25323597701501493,0.19755337998755085,0.07395808017041618,0.6182677149772644
94,"Ada ignores the unconscious Leon and follows the woman , who reveals herself to be Sherry 's mother Annette and the wife of William Birkin , the Umbrella scientist who created the G - virus . In an attempt to protect his life 's work from special agents sent by the Umbrella headquarters , he injected himself with the virus , which turned him into the malformed creature , "" G "" and is now chasing Sherry .","Làm ngơ trước Leon và người phụ nữ bất tỉnh, người đã tự nhận mình là mẹ của Sherry và vợ của William Bikin, nhà khoa học của Umbrella người đã tạo ra virus G. trong nỗ lực bảo vệ cuộc sống của mình từ đặc biệt điệp viên được gửi bởi Umbrella, ông đã tự","Ada phớt lờ Leon đang bất tỉnh và đi theo người phụ nữ , bà tiết lộ bà chính là mẹ của Sherry , Annette , và là vợ của William Birkin , nhà khoa học của Umbrella , người đã tạo ra G-virus . Trong một nỗ lực cuối cùng để bảo vệ thành quả của ông ta khỏi các đặc vụ của Umbrella , ông ta đã tự tiêm virus , và biến thành một sinh vật dị hình , "" G "" và hiện đang đuổi theo Sherry .",0.3098393715366202,0.22439685331785822,0.192290306650316,0.11503286706539408,0.858452558517456
95,You can click on any text box and start typing to begin adding text to your presentation .,Bạn có thể nhắp vào hộp văn bản nào và bắt đầu gõ để bắt đầu thêm đoạn vào trình bày.,Bạn có thể nhấp chuột vào bất kỳ hộp thoại nào và bắt đầu gõ để chèn nội dung vào bản trình chiếu .,0.5779185998334544,0.41874180794084404,0.3899270944196302,0.2757200926324877,0.8096829652786255
96,"Yeah , they 're rocket scientists , remember ?","Phải, họ là nhà khoa học, nhớ không?","Ừ , họ là các nhà khoa học tên lửa , nhớ không ?",0.2952290954631342,0.19961130092025536,0.09809894200785733,0.041490800901212294,0.662362813949585
97,Fidgeting is a sign that you lack confidence .,Đánh lừa là dấu hiệu cho thấy bạn thiếu tự tin.,Đó là dấu hiệu cho thấy sự thiếu tự tin của bạn .,0.6063657586001313,0.5027719267489633,0.45430572036914535,0.34786351577524227,0.7745236754417419
98,Agreeing with the angry person might help diffuse the angry feelings .,Đồng ý với người hay giận có thể giúp người ấy nguôi giận.,Việc bày tỏ sự đồng tình với người đang tức giận sẽ giúp bạn xoa dịu cảm xúc giận dữ của họ .,0.14257519053266932,0.07419848162481585,0.04264245092501584,0.01810560321535158,0.7185865640640259
99,"Russell , is going to lose his lectureship as a result of the leaflets he 's been distributing .","Russell, sẽ mất bài thuyết trình vì kết quả những gì anh ta đã nói.","Russell , sẽ mất quyền giảng dạy vì cái vụ phát truyền đơn của anh ta .",0.2917244396809825,0.190978475272383,0.09199687889663757,0.036581212462211535,0.6832503080368042
