texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
The law must ensure certain guidelines are set out in order to ensure that evidence presented to the court can be regarded as trustworthy .,Thông tin rằng tất cả các phương pháp này sẽ được đưa ra rằng các mục tiêu cụ thể là cần thiết để giảm bớt các biện pháp để giảm cân nhắc rằng các mục tiêu cụ thể .,Luật pháp phải đảm bảo các hướng dẫn nhất định được đặt ra để đảm bảo rằng bằng chứng được đưa ra toà án có thể được coi là đáng tin cậy .,0.28205128205128205,0.12183925606506518,0.10313954419863594,0.032491335533872824,0.6624152660369873
Just think about the first moment that you met her .,Hãy nghĩ về việc nghĩ rằng cô ấy nghĩ về nó .,Nghĩ về lúc mới gặp cô ta ấy nhé,0.25,0.047673129462279626,0.048822704483815545,0.022416933501922302,0.6151372194290161
"He believed that it was "" more an interactive , cinematic experience than a video game "" .","Anh ấy nói rằng nó là một câu chuyện nhỏ hơn một cách nhỏ gọn gàng , và có một câu chuyện nhỏ hơn .","Ông tin rằng đó là "" nhiều trải nghiệm mang tính điện ảnh , tương tác hơn là một trò chơi video "" .",0.24,0.09999999999999998,0.05683565265173782,0.021084454569051277,0.588097333908081
"The character , Jumpman , would later become Mario and Nintendo 's official mascot .","Chuyến sau này , sau đó , và cuối cùng sẽ mở cửa hàng loạt cuối cùng của các đội ngũ cốc của series và sau đó .",Nhân vật Jumpman sau này sẽ trở thành Mario và là linh vật chính thức của Nintendo .,0.21428571428571425,0.0890870806374748,0.050572256441347385,0.018693000799960027,0.5416507720947266
Let 's just try and stay on it .,"Hãy để thử nó đi , hãy thử nghiệm này .",Chúng ta hãy cố đi tiếp đi .,0.2727272727272727,0.05222329678670937,0.05361714159557879,0.024808415001701823,0.6455511450767517
"Jackie , I been chasing after this asshole for three straight years .","Lâu , tôi đã luôn luôn cho đến năm sau khi tôi đến năm 1977 .","Jackie , anh đã theo thằng này 3 năm trời rồi .",0.25,0.040824829046386304,0.04153509237206396,0.017395797375642234,0.541120171546936
"So Markkula took over as an interim and rather passive president , and Jobs found that he now had full rein to do what he wanted with the Mac division .","Vì vậy đã cố gắng tạo ra một cách trọn vẹn như một phần tư vấn và giải quyết vấn đề , và đã đưa ra rằng ông đã đưa ra rằng khi nó đã bị phá huỷ bỏ qua những người mà ông đã làm việc với những","Vì vậy , Markkula đã giữ chức chủ tịch lâm thời và có đôi chút bị động  , Jobs nhận thấy rằng bây giờ ông đã có thể toàn quyền làm những gì mình muốn để phát triển Mac",0.22448979591836735,0.09671474291233287,0.04597492481128731,0.014422230040316385,0.7031377553939819
Bouharat started her career with Dilbeek Sport .,Bác sĩ Download bắt đầu với những người tham gia cuộc phỏng vấn đề nghị sĩ Jang .,Bouharat bắt đầu sự nghiệp với Dilbeek Sport .,0.2222222222222222,0.11433239009500591,0.06527569689178059,0.027166383723579154,0.5422030687332153
"One of them said to Luria , "" How can we solve things that are n't real problems ?",Một cách nào chúng ta nói với chúng ta rằng SDO có thể làm thế nào không ?,"Một người trong số họ nói với Luria , "" Làm sao chúng tôi có thể trả lời những câu hỏi không có thực ?",0.3012487013357557,0.15499117816530097,0.07441007038396041,0.026040812473491857,0.7520979642868042
"Elyse , wake up .","Tăng , lấy lại .","Elyse , dậy đi .",0.4,0.10000000000000002,0.10745699318235419,0.06389431042462725,0.5298647880554199
""" There was an energy there that went to my heart . """,Có một căn cứ hợp đồng.,""" Có một nguồn năng lượng ở đó hối thúc con tim tôi "" .",0.0743767200494766,0.057611959619430844,0.0342562761443383,0.01926371972309374,0.4947763979434967
"While whole grain toast is typically healthier than white toast , that is not as important here .","Trong khi nhìn thấy khó khăn hơn , không phải là loại thịt nào , không phải là loại thịt nào , không phải là loại thịt nào .","Mặc dù bánh mì nguyên cám nướng thường có lợi hơn bánh mì trắng nướng , nhưng không quan trọng .",0.13793103448275862,0.022194838080923762,0.022397551705076867,0.009152541620698935,0.5159005522727966
The series concluded on 17 August 2019 .,Bộ phim đã được xếp hạng album đầu tiên của BTS One Park của series ngày 21 tháng 8 năm 2017 .,Bộ phim kết thúc vào ngày 17 tháng 8 năm 2019 .,0.3181818181818182,0.21320071635561041,0.16398558394371712,0.05880962777751932,0.6914085149765015
"Even posed in this more modest way , the question does not admit of a clear answer .","Thậm chí câu chuyện này trong những câu chuyện này , ví dụ như không phải là một câu chuyện của câu chuyện này , ví dụ như vậy , mà không phải là một câu chuyện của câu chuyện này .","Thậm chí nếu nhìn theo cách khiêm tốn nhất thì , các câu hỏi không nhận được một câu trả lời rõ ràng .",0.19047619047619047,0.09639253854237596,0.04586346737350858,0.015622141216474922,0.6709714531898499
"Oh , would you like some more tea ?",", bạn có thể uống trà nữa không ?","À , cậu dùng ít trà chứ ?",0.3333333333333333,0.06454972243679029,0.06674094719041482,0.03155984539112946,0.6683365106582642
It is advisable to exercise at least three times a week .,Thuốc tốn kém hơn là một tuần để giảm bớt những tuần trước khi ngủ ngon hơn mỗi ngày .,Có khuyến nghị là nên tập thể dục ít nhất mỗi tuần ba lần .,0.2,0.0324442842261525,0.03288580454955832,0.013618796864073041,0.5769457817077637
"Do n't just tell your friend what she wants to hear ; instead , take the time to give her meaningful and actionable advice that can really change her life .","Hãy nói chuyện với người bạn nói chuyện với cuộc trò chuyện với cuộc trò chuyện với cuộc đời của mình , hãy dành thời gian và nói chuyện với những điều mà bạn nghĩ rằng bạn có thể làm việc này để làm việc này làm việc này","Đừng chỉ nói với bạn bè những điều mà họ muốn nghe ; thay vì vậy , dành thời gian đưa ra lời khuyên có ý nghĩa và mang tính thực tế để giúp họ thật sự thay đổi cuộc đời .",0.3061224489795918,0.17857142857142855,0.14276206317528942,0.04144284514022943,0.7330708503723145
Line up your watch 's hour hand with the sun as the first step to discovering the north - south line .,"Hãy đặt đầu tiên của hai lần đầu tiên của hai lần nữa , nhưng cuối cùng sẽ mở rộng hơn của Eminem mặt phẳng .",Xoay đồng hồ sao cho kim giờ hướng về mặt trời là bước đầu tiên để tìm ra trục bắc - nam .,0.15384615384615385,0.07844645405527362,0.04456619016415239,0.018272664875356538,0.5851943492889404
"In fact , it 's one of the oldest temples in Japan .","Thực tế , nó là một trong những năm 1980 trong việc sử dụng trong một số phận khác trong lịch sử của họ .","Thật ra , đó là một trong những ngôi đền cổ nhất ở Nhật .",0.24,0.17320508075688773,0.15818258338656938,0.10435185733665414,0.5004164576530457
Take control of your life .,Chúc hết sức mạnh của ngươi.,Kiểm soát cuộc sống của chính mình .,0.11942188509563156,0.04136895450425726,0.043742343691381705,0.02925226826055808,0.4383699893951416
SanCorp was very disappointed she turned down their donation .,Thánh Tông là rất nhiều người đã nhìn thấy Kilt.,SanCorp rất thất vọng vì bà ấy đã từ chối khoản tiền tài trợ của họ .,0.09931706075828191,0.023409255716565828,0.024108807894151086,0.012463606455186824,0.4274502694606781
"Ada ignores the unconscious Leon and follows the woman , who reveals herself to be Sherry 's mother Annette and the wife of William Birkin , the Umbrella scientist who created the G - virus . In an attempt to protect his life 's work from special agents sent by the Umbrella headquarters , he injected himself with the virus , which turned him into the malformed creature , "" G "" and is now chasing Sherry .","Người phụ nữ và Cornwall , người phụ nữ đã trở thành người đàn ông trở thành người đàn ông trở thành người đàn ông , và bà đã trở thành người phụ nữ của mình , người đã trở thành người phụ nữ của mình ,","Ada phớt lờ Leon đang bất tỉnh và đi theo người phụ nữ , bà tiết lộ bà chính là mẹ của Sherry , Annette , và là vợ của William Birkin , nhà khoa học của Umbrella , người đã tạo ra G-virus . Trong một nỗ lực cuối cùng để bảo vệ thành quả của ông ta khỏi các đặc vụ của Umbrella , ông ta đã tự tiêm virus , và biến thành một sinh vật dị hình , "" G "" và hiện đang đuổi theo Sherry .",0.15518219029768257,0.08046742282971844,0.06434597997780503,0.017619529803942748,0.6014522314071655
You can click on any text box and start typing to begin adding text to your presentation .,Bạn có thể nhấp vào Save Image Command Prompt và nhấp vào Save Image để chọn Save Image tắc nghẽn trong ngày mai .,Bạn có thể nhấp chuột vào bất kỳ hộp thoại nào và bắt đầu gõ để chèn nội dung vào bản trình chiếu .,0.375,0.2211629342323457,0.20207650280533682,0.12062940248564928,0.7189195156097412
"Yeah , they 're rocket scientists , remember ?",", họ cũng là người dân tộc , những người không ?","Ừ , họ là các nhà khoa học tên lửa , nhớ không ?",0.423240862445307,0.25522384303227363,0.12359813457554943,0.047720917798355585,0.6562071442604065
Fidgeting is a sign that you lack confidence .,Natri hoá là một phần của bạn là người duy nhất của bạn .,Đó là dấu hiệu cho thấy sự thiếu tự tin của bạn .,0.2857142857142857,0.20965696734438366,0.17986320469771272,0.07596458453655348,0.5898780226707458
Agreeing with the angry person might help diffuse the angry feelings .,Triệu chứng với người khác cũng có thể giúp giảm bớt sự mất mát của mình .,Việc bày tỏ sự đồng tình với người đang tức giận sẽ giúp bạn xoa dịu cảm xúc giận dữ của họ .,0.24798300799870426,0.10435440057969984,0.05963729664668365,0.022493671974331997,0.6507012248039246
"Russell , is going to lose his lectureship as a result of the leaflets he 's been distributing .",Từ ngày nay là Helike trong khi một phần của ông ta trong ngày càng tăng lên của ông ấy là một phần của nó .,"Russell , sẽ mất quyền giảng dạy vì cái vụ phát truyền đơn của anh ta .",0.1153846153846154,0.02148344622118299,0.021703818091893326,0.00956240657444202,0.5896196365356445
