texts,predictions,references,BLEU_1,BLEU_2,BLEU_3,BLEU_4,cosin similarity
"Jackie , I been chasing after this asshole for three straight years .",Tôi đã bị bắt buộc sau đó ba trận tù của ba năm .,"Jackie , anh đã theo thằng này 3 năm trời rồi .",0.21428571428571425,0.040599897147057515,0.04142051171543866,0.018798317647335087,0.44862282276153564
"So Markkula took over as an interim and rather passive president , and Jobs found that he now had full rein to do what he wanted with the Mac division .","Tương tự là Jówid đã bị một cách thay vì công nghệ và công việc nhận tổng thống , và công việc tìm thấy rằng anh ấy đã muốn làm gì với máy bay thành phố .","Vì vậy , Markkula đã giữ chức chủ tịch lâm thời và có đôi chút bị động  , Jobs nhận thấy rằng bây giờ ông đã có thể toàn quyền làm những gì mình muốn để phát triển Mac",0.28165377969555644,0.08609320046447054,0.04875593247184947,0.015376588682985474,0.7230878472328186
Bouharat started her career with Dilbeek Sport .,Trữ liệu của ức đã bắt đầu sự nghiệp của mình với protease gây co .,Bouharat bắt đầu sự nghiệp với Dilbeek Sport .,0.375,0.27386127875258304,0.2517668943777929,0.16943571815930883,0.5448172092437744
"One of them said to Luria , "" How can we solve things that are n't real problems ?","Một trong những người nói rằng , làm việc mà chúng ta tìm thấy những vấn đề có vấn đề chính xác là không ?","Một người trong số họ nói với Luria , "" Làm sao chúng tôi có thể trả lời những câu hỏi không có thực ?",0.4,0.040824829046386304,0.04126152034907944,0.01347176685368912,0.7801878452301025
"Elyse , wake up .","Sự kiên nhẫn , tối .","Elyse , dậy đi .",0.3333333333333333,0.08164965809277261,0.08633400213704504,0.048549177170732344,0.5155973434448242
""" There was an energy there that went to my heart . """,Nó là một năng lượng để có một năng lực của tôi .,""" Có một nguồn năng lượng ở đó hối thúc con tim tôi "" .",0.3297707381386313,0.15349992489262387,0.08821761403858885,0.035424085264280966,0.7104105949401855
"While whole grain toast is typically healthier than white toast , that is not as important here .","Trong khi các hạt nhân sinh ra thường xuyên , đậu gòn , không có mặt trời , không có nghĩa là quan trọng .","Mặc dù bánh mì nguyên cám nướng thường có lợi hơn bánh mì trắng nướng , nhưng không quan trọng .",0.28,0.1527525231651947,0.1298230312079012,0.046340057369294134,0.5197166204452515
The series concluded on 17 August 2019 .,Các cuộc biểu tình được tham gia vào năm 2019 .,Bộ phim kết thúc vào ngày 17 tháng 8 năm 2019 .,0.3320366241026409,0.24624495093303567,0.21259312120089255,0.0915397843152513,0.6508852243423462
"Even posed in this more modest way , the question does not admit of a clear answer .","Ngay cả khi chơi và những câu hỏi của quốc gia , những câu hỏi không phải là một câu trả lời của một câu trả lời rõ ràng .","Thậm chí nếu nhìn theo cách khiêm tốn nhất thì , các câu hỏi không nhận được một câu trả lời rõ ràng .",0.3666666666666667,0.31803997435441406,0.2985774586803931,0.23804727615014665,0.6925751566886902
"Oh , would you like some more tea ?","i , anh có một trà không ?","À , cậu dùng ít trà chứ ?",0.375,0.07319250547114,0.0760682300541984,0.03655552228545124,0.6747921109199524
It is advisable to exercise at least three times a week .,Nó là user shell đã tránh xa hai lần nữa .,Có khuyến nghị là nên tập thể dục ít nhất mỗi tuần ba lần .,0.18958470774514877,0.036302707682253695,0.037271630438269567,0.017245419061632683,0.44566962122917175
"Do n't just tell your friend what she wants to hear ; instead , take the time to give her meaningful and actionable advice that can really change her life .","Bạn có thể nói rằng chỉ nói rằng bạn bè của bạn , hãy nghe lời mà bạn muốn nói chuyện và thực sự hiểu rằng , và quyết định là việc cố gắng hoàn toàn cho cuộc sống của mình .","Đừng chỉ nói với bạn bè những điều mà họ muốn nghe ; thay vì vậy , dành thời gian đưa ra lời khuyên có ý nghĩa và mang tính thực tế để giúp họ thật sự thay đổi cuộc đời .",0.3571428571428572,0.13199091933711365,0.06280113911468217,0.018280618159013367,0.7972450256347656
Line up your watch 's hour hand with the sun as the first step to discovering the north - south line .,"Trượt lên một tiếng vỗ tay , với Mặt trời đầu tiên của Mặt trời để được sử dụng ở phía bắc nam giới .",Xoay đồng hồ sao cho kim giờ hướng về mặt trời là bước đầu tiên để tìm ra trục bắc - nam .,0.28,0.10801234497346435,0.061389521210114976,0.02191286020886785,0.6931896209716797
"In fact , it 's one of the oldest temples in Japan .","Thực ra , nó là một trong những ngôi làng gần nhất là Nhật Bản .","Thật ra , đó là một trong những ngôi đền cổ nhất ở Nhật .",0.625,0.45643546458763845,0.4087031639163871,0.2878787818101127,0.6858724355697632
Take control of your life .,Hãy kiểm tra cuộc sống của mình .,Kiểm soát cuộc sống của chính mình .,0.625,0.5175491695067657,0.40870316391638717,0.17286039232097053,0.836622416973114
SanCorp was very disappointed she turned down their donation .,McHaru rất lo lắng của họ .,SanCorp rất thất vọng vì bà ấy đã từ chối khoản tiền tài trợ của họ .,0.13694344939530048,0.1045922871303865,0.09205289948151774,0.04209998943014297,0.5745620727539062
"Ada ignores the unconscious Leon and follows the woman , who reveals herself to be Sherry 's mother Annette and the wife of William Birkin , the Umbrella scientist who created the G - virus . In an attempt to protect his life 's work from special agents sent by the Umbrella headquarters , he injected himself with the virus , which turned him into the malformed creature , "" G "" and is now chasing Sherry .","Poio tuyên bố rằng Melaw đã tiếp tục Michael và tiếp tục người phụ nữ của bà là một vị trí của Stalin và là vợ của bà , Do Thái là người đã phát triển các loài rắn đã phát triển .","Ada phớt lờ Leon đang bất tỉnh và đi theo người phụ nữ , bà tiết lộ bà chính là mẹ của Sherry , Annette , và là vợ của William Birkin , nhà khoa học của Umbrella , người đã tạo ra G-virus . Trong một nỗ lực cuối cùng để bảo vệ thành quả của ông ta khỏi các đặc vụ của Umbrella , ông ta đã tự tiêm virus , và biến thành một sinh vật dị hình , "" G "" và hiện đang đuổi theo Sherry .",0.14882223695293004,0.08247798420972645,0.06977452643841393,0.033596304957704236,0.6744106411933899
You can click on any text box and start typing to begin adding text to your presentation .,Bạn có thể nhấp vào trang web để báo cáo những người bắt đầu bắt đầu giải thích sự kiện của bạn .,Bạn có thể nhấp chuột vào bất kỳ hộp thoại nào và bắt đầu gõ để chèn nội dung vào bản trình chiếu .,0.3746556657658882,0.2553839637072174,0.21726359969344589,0.12989750322243596,0.7248651385307312
"Yeah , they 're rocket scientists , remember ?","Phải , họ đang đứng như một nhà khoa học , nhớ không ?","Ừ , họ là các nhà khoa học tên lửa , nhớ không ?",0.6428571428571429,0.5447047794019222,0.4672983134228994,0.2865612242047131,0.7958412170410156
Fidgeting is a sign that you lack confidence .,Tập đoàn bán hàng là một câu hỏi của anh em họ tự tin .,Đó là dấu hiệu cho thấy sự thiếu tự tin của bạn .,0.3333333333333333,0.15430334996209186,0.08839374326825923,0.03514847831369806,0.5716273188591003
Agreeing with the angry person might help diffuse the angry feelings .,Việc phát triển với những người thường khiến bạn cảm thấy đau khổ .,Việc bày tỏ sự đồng tình với người đang tức giận sẽ giúp bạn xoa dịu cảm xúc giận dữ của họ .,0.2253377247539056,0.03018913165706088,0.030799321410863154,0.01175404023495381,0.6365228295326233
"Russell , is going to lose his lectureship as a result of the leaflets he 's been distributing .","Russell , sẽ dừng lại bằng cách tự hào của nó bằng cách chống lại dịch vụ khổng lồ .","Russell , sẽ mất quyền giảng dạy vì cái vụ phát truyền đơn của anh ta .",0.3,0.17770466332772766,0.1514647595550073,0.05667859235210572,0.7038829922676086
